type,zodiac,category,title,content,field1,field2,field3,field4
GENERAL,TAURUS,Health,"Strong Constitution Needs Moderation","Aapki sehat aam taur par majboot hoti hai kyunki Vrishabh rashi sthairya deti hai. Lekin aapko vajan badhne, gale ki takleef aur diabetes jaise rogon ka khatra rehta hai. Meetha aur fried khana aapko bahut pasand hai, lekin yeh aapki sehat ke liye nuksan dayak hai. Niyamit vyayam aur halka khana aapke liye zaroori hai. Aaram karna bhi utna hi zaroori hai jitna kaam karna.","","","",""
GENERAL,TAURUS,Wealth,"Wealth Through Patience and Investment","Dhan ke mamle me aap bahut hi samajhdari se kaam lete hain. Aap faltu kharch nahi karte aur paisa bachane me vishwas rakhte hain. Shukra ki kripa se aapko jewelry, property aur luxury items ka shauk hota hai. Aapko long-term nivesh jaise FD, gold aur land me fayda hota hai. Kabhi-kabhi aap thoda kanjoosi karne lagte hain, lekin apne parivar par kharch karne me kabhi peeche nahi hatate.","","","",""
GENERAL,TAURUS,Family,"Nurturing Pillar of the Family","Parivar me aap ek stambh ki tarah hote hain. Aap apne ghar walon ki har zarurat ka dhyan rakhte hain aur unhe kabhi kisi cheez ki kami nahi hone dete. Maa ke saath aapka rishta bahut hi gahra hota hai. Lekin kabhi-kabhi aap apne vicharon ko doosron par thopne lagte hain, jisse takraar hoti hai. Parivar ke saath samay bitana aapke liye sukh aur shanti laata hai.","","","",""
GENERAL,TAURUS,Spirituality,"Devotional Path Rooted in Love","Adhyatm ke mamle me aap bhakti marg ke anuyayi hote hain. Aap Shukra aur Lakshmi ji ke bhakt hote hain aur mandir me baith kar shanti mehsoos karte hain. Aapke liye Parmatma prem aur saundarya ke roop me pragat hote hain. Aapko lambi tapasya se zyada bhakti aur seva pasand hai. Ghar me ek chhota mandir banana aur roz puja karna aapki aatma ko tripti deta hai.","","","",""
GENERAL,GEMINI,Personality,"Witty Communicator with Dual Nature","Aap Mithun rashi ke jaatak hain, jisme Budh ka raaj hai. Aap swabhav se hi buddhiman, chanchal aur baat karne me nipun hote hain. Aapki soch bahut tez hoti hai aur aap ek saath kai kaam kar sakte hain. Log aapki baaton aur hasi ke diwane hote hain. Lekin aapka mann jaldi badalta hai, isliye kisi ek cheez par tike rehna aapke liye mushkil hota hai. Thoda dhairya aur nirnay ki dridhta aapke liye zaroori hai.","","","",""
GENERAL,GEMINI,Career,"Versatile Professional with Communication Skills","Career ke kshetra me aapki lekhni aur vaani hi aapki taakat hai. Budh ki kripa se media, journalism, teaching, sales aur IT jaise kshetron me aapko safalta milti hai. Aap ek saath do kaam karke bhi sab sambhal lete hain. Aapko naye-naye vichar aate rehte hain, lekin unhe poora karne ke liye ek team ki zarurat hoti hai. Aapki networking skills aapko har jagah faayda pahunchati hain.","","","",""
GENERAL,GEMINI,Love,"Playful Partner Seeking Mental Connection","Prem ke mamle me aapko pehle mansik rishta chahiye, tabhi dil ka rishta banta hai. Aap apne partner se ghanton baat karna pasand karte hain aur unke vicharon se pyaar karte hain. Aapke liye rishta tab tak mazedaar rehta hai jab tak usme novelty aur baatein hoti hain. Lekin aapka chanchal swabhav partner ko kabhi-kabhi ashant kar sakta hai. Apne partner ko samay dein aur unki bhavnaon ko samjhein.","","","",""
GENERAL,GEMINI,Health,"Nervous Energy Needs Rest and Care","Aapki sehat aam taur par theek rehti hai, lekin aapka mann aur nervous system bahut tez chalta hai. Isliye aapko anxiety, neend ki kami aur saans ki takleef ho sakti hai. Aapko jaldi thakan mehsoos hoti hai kyunki aap ek saath kai kaam karte hain. Pranayam aur meditation aapke liye ausdhi se kam nahi. Zyada der tak mobile aur screen dekhna aapki sehat ke liye nuksan dayak hai.","","","",""
GENERAL,GEMINI,Wealth,"Multiple Income Streams Through Intellect","Dhan ke mamle me aap apni buddhi aur vaani ke bal par kamate hain. Aapko ek hi jagah se income nahi hoti, balki kai srot se paisa aata hai. Budh ki kripa se aapko trading, writing, consulting aur online kaam me fayda hota hai. Lekin aapka kharcha bhi tez hota hai, khas taur par gadgets aur travel par. Aapko apne paison ka hisaab rakhna chahiye, warna kamai ke baad bhi bachat nahi hogi.","","","",""
GENERAL,GEMINI,Family,"Communicative Family Member with Many Roles","Parivar me aap sabse zyada baat karne wale aur jodne wale sadasya hote hain. Aap bhai-behen ke saath bahut ghulmil kar rehte hain aur unke saath har baat share karte hain. Maa ke saath aapka rishta dosti jaisa hota hai. Lekin aapki chanchalta kabhi-kabhi ghar walon ko lagta hai ki aap gambhir nahi hain. Zimmedari wale kaam bhi khushi se karein, isse parivar me aapki izzat badhegi.","","","",""
GENERAL,GEMINI,Spirituality,"Intellectual Seeker of Higher Truth","Adhyatm ke mamle me aap pehle sawal karte hain, phir vishwas karte hain. Aapke liye dharma ka matlab andhvishwas nahi, balki samajh aur gyaan hai. Budh ki kripa se aapko ved, upanishad aur darshan shastra padhne me ruchi hoti hai. Aapko mandir se zyada satsang aur gyaan ki mehfil pasand hai. Aapki sadhana gyaan aur vaani ke dwaara Parmatma tak pahunchne ki hai.","","","",""
GENERAL,CANCER,Personality,"Emotional Nurturer with Intuitive Heart","Aap Kark rashi ke jaatak hain, jisme Chandrama ka raaj hai. Aap swabhav se hi bhavuk, snayalu aur dekhbhal karne wale hote hain. Aap doosron ki feelings ko turant samajh lete hain aur unki madad ke liye hamesha taiyar rehte hain. Ghar aur parivar aapke liye sabse pehle aate hain. Aapki intuition bahut tez hoti hai. Lekin aap jaldi bhavuk ho jate hain aur chhoti baat dil par le lete hain, isliye khud par dhyan dena zaroori hai.","","","",""
GENERAL,CANCER,Career,"Caring Professional with Intuitive Skills","Career ke kshetra me aapko logon ki dekhbhal karne wale kaam pasand hain. Chandrama ki kripa se nursing, teaching, hospitality, food aur counselling jaise kshetron me aapko safalta milti hai. Aap apne kaam me bhawnatmak judav rakhte hain, isliye log aap par bharosa karte hain. Lekin aapko apne senior aur colleagues se thoda door rehna chahiye, warna bhawnayein aapke faislon ko prabhavit kar sakti hain.","","","",""
GENERAL,CANCER,Love,"Devoted Partner Seeking Emotional Security","Prem ke mamle me aap bahut hi samarpit aur dekhbhal karne wale partner hote hain. Aap apne partner ko maa jaisi mamta dete hain aur unki har chhoti zarurat ka dhyan rakhte hain. Aapko rishte me emotional security aur vishwas ki sabse zyada zarurat hoti hai. Lekin aapka mood jaldi badalta hai, jisse partner confuse ho jata hai. Apni bhavnaon ko saaf-saaf vyakt karein aur partner ki baat bhi dhyan se sunein.","","","",""
GENERAL,CANCER,Health,"Sensitive Stomach Needs Emotional Balance","Aapki sehat ka seedha sambandh aapke mann se hai. Jab aap takleef me hote hain to pet aur digestion par asar padta hai. Kark rashi pet aur chhaati se judi hoti hai, isliye gas, acidity aur asthma jaise rog ho sakte hain. Garm khana, niyamit dincharya aur mansik shanti aapke liye zaroori hai. Paani me rehna aur moon light me baithna aapki sehat ke liye faydemand hai.","","","",""
GENERAL,CANCER,Wealth,"Wealth Through Care and Property","Dhan ke mamle me aap apni mehnat aur bhavnaon ke bal par kamate hain. Chandrama ki kripa se aapko maa, patni ya mahila sadasya se dhan labh hota hai. Aapko ghar, zameen aur property me nivesh karna pasand hai kyunki yeh aapko suraksha deta hai. Lekin aap paisa bhavnaon me bah kar kharch kar dete hain. Aapko apne kharchon par niyantran rakhna chahiye aur emergency fund banana chahiye.","","","",""
GENERAL,CANCER,Family,"Heart of the Family and Keeper of Traditions","Parivar me aap dil ki dhadkan hote hain. Aap apne ghar walon ko jod kar rakhte hain aur har tyohar aur rasm ko poore mann se manate hain. Maa ke saath aapka rishta bahut hi gahra hota hai aur unki salah aapke liye sarvopari hoti hai. Lekin aap apne bachon aur pati/patni ko zyada control karne ki koshish karte hain. Thodi azaadi dena aur unke faislon par bharosa karna rishte ko mazboot karega.","","","",""
GENERAL,CANCER,Spirituality,"Devotional Heart Connected to Divine Mother","Adhyatm ke mamle me aap bhakti ke raste par chalte hain. Aap Devi Maa, Shiv ji aur Krishna ji ke bhakt hote hain. Aapke liye Parmatma maa ke roop me hain jo aapki har zarurat poori karti hain. Aap mandir me ya ghar ke mandir me baith kar rone me bhi shanti mehsoos karte hain. Aapki sadhana bhavna aur samarpan ki sadhana hai, gyaan ki nahi. Jal aur doodh ka arpan aapke liye shubh hai.","","","",""
GENERAL,LEO,Personality,"Royal Soul with Magnetic Charisma","Aap Simha rashi ke jaatak hain, jisme Surya ka raaj hai. Aap swabhav se hi raja ki tarah hote hain - garv, izzat aur netritva ke saath. Aapki personality me ek alag hi chamak hoti hai jisse log aapki taraf khinche aate hain. Aapko samman aur tareef bahut pasand hai. Aap dil ke bahut acche hote hain aur kabhi kisi ka bura nahi chahte. Lekin aapka ahankar kabhi-kabhi aapki nazar se chhup jata hai, isliye thoda vinamr rehna aapke liye shubh hai.","","","",""
GENERAL,LEO,Career,"Born Leader Destined for Authority","Career ke kshetra me aap netritva ke liye bane hain. Surya ki kripa se aapko government, management, politics aur entertainment jaise kshetron me safalta milti hai. Aap apni team ko prerit karte hain aur unse kaam karwate hain, lekin kabhi-kabhi thoda dominant ho jate hain. Aapko apne subordinates ki baat sunni chahiye. Aapki mehnat aur lagan aapko samay ke saath bade pad par pahunchati hai.","","","",""
GENERAL,LEO,Love,"Passionate Romantic with Loyal Heart","Prem ke mamle me aap bahut hi romantic aur samarpit hote hain. Aap apne partner ko raja ya rani ki tarah treat karte hain aur unhe har sukh dena chahte hain. Aapko tareef aur dhyaan bahut pasand hai. Lekin aapka garv aur possessive nature kabhi-kabhi rishte me takraar la sakta hai. Apne partner ki raay ko mahatva dein aur unke sapno ko poora karne me madad karein, tab rishta aur mazboot hoga.","","","",""
GENERAL,LEO,Health,"Vitality Needs Heart Care and Moderation","Aapki sehat aam taur par achhi hoti hai kyunki Surya aapko urja deta hai. Lekin aapko heart, spine aur eyes se judi takleefein ho sakti hain. Aapko gussa aur ego control karna chahiye, warna blood pressure badh sakta hai. Subah Surya ko jal arpan karna aapke liye ausdhi ke saman hai. Vyayam aur santulit ahar aapki sehat ko banaye rakhta hai.","","","",""
GENERAL,LEO,Wealth,"Wealth Through Authority and Investments","Dhan ke mamle me aap apni izzat aur pad ke bal par kamate hain. Surya ki kripa se aapko government, shares aur gold me nivesh se fayda hota hai. Aapko luxury aur brand ka shauk hota hai aur aap apne parivar par khul kar kharch karte hain. Lekin aapko apni aamdani se zyada kharch karne ki aadat ho sakti hai. Bachat aur niyamit nivesh aapke liye zaroori hai, warna aap haath khali ho sakte hain.","","","",""
GENERAL,LEO,Family,"Proud Protector and Respected Family Head","Parivar me aap sabse bade aur sammanit sadasya hote hain. Aap apne ghar walon ki raksha karte hain aur unhe kisi cheez ki kami nahi hone dete. Pita ke saath aapka rishta bahut gahra hota hai aur unki izzat aapke liye sarvopari hoti hai. Lekin aap apne bachon aur pati/patni par apna raaj chalane ki koshish karte hain. Thoda lachilapan aur unki baat sunna parivar me sukh aur shanti laayega.","","","",""
GENERAL,LEO,Spirituality,"Devotee of the Divine Light Within","Adhyatm ke mamle me aap Surya aur Shiv ji ke bhakt hote hain. Aapke liye Parmatma prakash aur shakti ke roop me hain. Aap mandir me Surya ko jal arpan karte hain aur apne andar ki roshni ko pehchante hain. Aapko lambi tapasya se zyada bhakti aur seva pasand hai. Aap doosron ko aage badhne me madad karke Parmatma ko paate hain. Aapka aatm-vishwas hi aapki sabse badi sadhana hai.","","","",""
GENERAL,VIRGO,Personality,"Analytical Perfectionist with Serving Heart","Aap Kanya rashi ke jaatak hain, jisme Budh ka raaj hai. Aap swabhav se hi viveksheel, parishrami aur doosron ki seva karne wale hote hain. Aap har cheez ko detail me samajhna chahte hain aur perfection chahte hain. Aapki soch bahut saaf hoti hai aur aap kisi bhi problem ka hal turant nikal lete hain. Lekin aap khud ki aur doosron ki galtiyon ko lekar zyada chinta karte hain, isliye thoda dheela chhodna bhi zaroori hai.","","","",""
GENERAL,VIRGO,Career,"Meticulous Professional with Healing Touch","Career ke kshetra me aapki detail-oriented soch aapki taakat hai. Budh ki kripa se medical, accounting, teaching, editing aur research jaise kshetron me aapko safalta milti hai. Aap apne kaam ko poore mann se karte hain aur kisi bhi galti ko bardasht nahi kar sakte. Lekin aapko apne colleagues par zyada criticism se bachna chahiye. Aapki seva bhavna aur mehnat aapko samay ke saath bade pad par pahunchati hai.","","","",""
GENERAL,VIRGO,Love,"Caring Partner with Practical Approach","Prem ke mamle me aap bahut hi samajhdar aur dekhbhal karne wale partner hote hain. Aap apne partner ki har zarurat ka dhyan rakhte hain aur unke liye chhoti-chhoti cheezein bhi karte hain. Aapko rishte me safai aur vishwas chahiye. Lekin aapki perfectionism aur criticism kabhi-kabhi partner ko hurt kar sakti hai. Apne partner ki tareef karein aur unki kamzoriyon ko swikarein, tab rishta aur mazboot hoga.","","","",""
GENERAL,VIRGO,Health,"Sensitive Digestion Needs Routine and Care","Aapki sehat ka seedha sambandh aapki dincharya aur khane-peene se hai. Kanya rashi pet aur digestion se judi hoti hai, isliye gas, acidity aur IBS jaise rog ho sakte hain. Aapko samay par khana khana, khub paani peena aur stress kam karna chahiye. Yoga aur meditation aapke liye ausdhi se kam nahi. Zyada sochna aur chinta karna aapki sehat par bura asar daal sakta hai.","","","",""
GENERAL,VIRGO,Wealth,"Wealth Through Careful Planning and Service","Dhan ke mamle me aap bahut hi samajhdari se kaam lete hain. Budh ki kripa se aapko naukri, consultancy aur small business se aay hoti hai. Aapko hisaab-kitab rakhna pasand hai aur faltu kharch nahi karte. Aapko mutual funds, insurance aur long-term nivesh me fayda hota hai. Lekin aap kabhi-kabhi zyada soch kar mauke gawa dete hain. Thoda risk lena bhi zaroori hai, warna safalta door rehti hai.","","","",""
GENERAL,VIRGO,Family,"Reliable Family Member with Service Attitude","Parivar me aap sabse zyada zimmedar aur seva karne wale sadasya hote hain. Aap apne maa-baap, bhai-behen aur bachon ki har zarurat ka dhyan rakhte hain. Aap ghar ke kaam me bhi madad karte hain aur sabko khush rakhne ki koshish karte hain. Lekin aap doosron ki galtiyon ko lekar zyada tokte hain, jisse takraar hoti hai. Thoda ignore karna aur unki tarif karna rishte ko mazboot karega.","","","",""
GENERAL,VIRGO,Spirituality,"Seeker of Inner Purity Through Discipline","Adhyatm ke mamle me aap sadhana aur anushasan ke raste par chalte hain. Aapko Shiv ji, Ganesh ji aur Devi Maa ki upasana pasand hai. Aapke liye dharma ka matlab shuddhi aur seva hai. Aap roz puja karte hain aur satya bolne me vishwas rakhte hain. Aapko gyaan aur seva ke dwaara Parmatma ki prapti hoti hai. Aapki sadhana saaf mann aur acche karmon se judi hoti hai, na ki dikhave se.","","","",""
GENERAL,LIBRA,Personality,"Balanced Diplomat with Aesthetic Soul","Aap Tula rashi ke jaatak hain, jisme Shukra ka raaj hai. Aap swabhav se hi shant, nyaypriya aur saundarya premi hote hain. Aap har rishte me santulan chahte hain aur kisi ko hurt nahi karna chahte. Aapki baat karne ki shaili bahut pyari hoti hai aur log aapko pasand karte hain. Lekin aap kabhi-kabhi faisla lene me jhijhakte hain aur doosron ki pasand ko apni pasand bana lete hain. Apne mann ki sunna bhi zaroori hai.","","","",""
GENERAL,LIBRA,Career,"Diplomatic Professional with Creative Flair","Career ke kshetra me aapki baat karne aur jodne ki kala aapki taakat hai. Shukra ki kripa se law, HR, fashion, beauty, art aur diplomacy jaise kshetron me aapko safalta milti hai. Aap team me harmony banaye rakhte hain aur kisi se takraar nahi karte. Lekin aapko apne faislon me dridhta laani chahiye, warna log aapka fayda utha sakte hain. Aapki creativity aur networking aapko aage badhati hai.","","","",""
GENERAL,LIBRA,Love,"Romantic Partner Seeking Harmony and Beauty","Prem ke mamle me aap bahut hi romantic aur samarpit partner hote hain. Aap apne partner ke saath har pal sundar banana chahte hain aur unhe khush rakhne me koi kami nahi chhodte. Aapko rishte me santulan aur samman chahiye. Lekin aapki jhijhak aur doosron ki pasand ko apnane ki aadat kabhi-kabhi aapko confuse kar deti hai. Apne partner se khul kar baat karein aur apne mann ki sunna seekhein, tab rishta sach me sundar hoga.","","","",""
GENERAL,LIBRA,Health,"Balanced Health Needs Kidney and Skin Care","Aapki sehat aam taur par theek rehti hai, lekin aapko kidney, skin aur lower back se judi takleefein ho sakti hain. Tula rashi in angon se judi hoti hai. Aapko khub paani peena, salty khana kam karna aur niyamit vyayam karna chahiye. Stress aur chinta aapki sehat par bura asar daal sakti hai. Santulit ahar aur acchi neend aapke liye zaroori hai, warna thakan bani rehti hai.","","","",""
GENERAL,LIBRA,Wealth,"Wealth Through Partnerships and Creativity","Dhan ke mamle me aap apni creativity aur partnerships ke bal par kamate hain. Shukra ki kripa se aapko fashion, beauty, art, law aur business se fayda hota hai. Aapko luxury aur sundar cheezein kharidna pasand hai, jisse kharcha tez hota hai. Aapko business me partner ke saath kaam karna faydemand hota hai, lekin hisaab saaf rakhna zaroori hai. Long-term nivesh jaise gold aur property aapke liye shubh hai.","","","",""
GENERAL,LIBRA,Family,"Harmonious Family Member with Peaceful Nature","Parivar me aap shanti aur santulan banaye rakhte hain. Aap kisi bhi jhagde ko suljha dete hain aur sabki baat sunte hain. Aap apne partner aur bachon ko khush rakhne me koi kami nahi chhodte. Lekin aapki jhijhak aur doosron ki pasand ko apnane ki aadat kabhi-kabhi aapko shoshan ka shikar bana deti hai. Apni zaruraton ko bhi vyakt karein, tab rishta aur mazboot hoga.","","","",""
GENERAL,LIBRA,Spirituality,"Seeker of Divine Beauty and Harmony","Adhyatm ke mamle me aap saundarya aur prem ke raste par chalte hain. Aapko Shukra, Lakshmi ji aur Krishna ji ki bhakti pasand hai. Aapke liye Parmatma prem aur sundarta ke roop me pragat hote hain. Aap mandir ki sundarta aur bhajan-kirtan me kho jate hain. Aapko lambi tapasya se zyada prem aur seva pasand hai. Aap doosron ke saath harmony banakar Parmatma ko paate hain.","","","",""
GENERAL,SCORPIO,Personality,"Intense Soul with Mysterious Depth","Aap Vrishchik rashi ke jaatak hain, jisme Mangal aur Pluto ka raaj hai. Aap swabhav se hi gahre, bhavuk aur rahasyamayi hote hain. Aap har cheez ki tah tak jana chahte hain aur aadhi-adhuri baat aapko pasand nahi. Aapki intuition bahut tez hoti hai aur aap doosron ke mann ki baat samajh lete hain. Lekin aapka gussa aur possessive nature kabhi-kabhi aapke rishton me takraar la sakta hai. Apne ahankar ko chhoda, to aap sabse shaktishali bante hain.","","","",""
GENERAL,SCORPIO,Career,"Powerful Professional with Research Skills","Career ke kshetra me aapki gahri soch aur research skills aapki taakat hai. Mangal ki kripa se medical, police, army, occult, psychology aur finance jaise kshetron me aapko safalta milti hai. Aap kisi bhi problem ka hal turant nikal lete hain aur mushkil se nahi ghabrate. Lekin aapko apne colleagues par shak kam karna chahiye, warna team me takraar hoti hai. Aapki mehnat aur lagan aapko samay ke saath bade pad par pahunchati hai.","","","",""
GENERAL,SCORPIO,Love,"Intensely Passionate and Loyal Partner","Prem ke mamle me aap bahut hi passionate aur samarpit partner hote hain. Aap apne partner ke saath poori shiddat se pyaar karte hain aur unhe kabhi nahi chhodte. Aapko rishte me vishwas aur gahrai chahiye. Lekin aapka possessive nature aur shak kabhi-kabhi partner ko tang kar sakta hai. Apne partner ko thodi azaadi dein aur unki baat sunne ki aadat banayein, tab rishta aur gahra hoga.","","","",""
GENERAL,SCORPIO,Health,"Intense Health Needs Emotional Release","Aapki sehat ka seedha sambandh aapki bhavnaon se hai. Vrishchik rashi reproductive organs aur excretion se judi hoti hai, isliye in angon me takleef ho sakti hai. Aapko gussa aur jealousy ko control karna chahiye, warna woh andar jakar rog ban jata hai. Meditation aur pranayam aapke liye ausdhi se kam nahi. Khub paani peena aur niyamit vyayam aapki sehat ko banaye rakhta hai.","","","",""
GENERAL,SCORPIO,Wealth,"Wealth Through Hidden Sources and Strategy","Dhan ke mamle me aap apni gahri soch aur strategy ke bal par kamate hain. Mangal ki kripa se aapko shares, insurance, inheritance aur occult se dhan labh hota hai. Aapko paisa jaldi double karne ka shauk hota hai, lekin risk lene se pehle sochna zaroori hai. Aapko long-term nivesh aur property me fayda hota hai. Bachat aur niyamit nivesh aapke liye shubh hai, warna paisa haath se nikal sakta hai.","","","",""
GENERAL,SCORPIO,Family,"Deeply Attached Yet Private Family Member","Parivar me aap bahut hi gahre aur bhavuk sadasya hote hain, lekin apni bhavnaon ko prakat nahi karte. Aap apne ghar walon ki raksha karte hain aur unhe kabhi kisi cheez ki kami nahi hone dete. Maa ke saath aapka rishta bahut gahra hota hai. Lekin aapki shak aur possessive nature kabhi-kabhi takraar la sakti hai. Apne mann ki baat saaf-saaf kahein aur unki baat bhi sunein, tab rishta mazboot hoga.","","","",""
GENERAL,SCORPIO,Spirituality,"Mystic Seeker of Hidden Truths","Adhyatm ke mamle me aap rahasya aur gahrai ke raste par chalte hain. Aapko Shiv ji, Kaali Maa aur tantra ki upasana pasand hai. Aapke liye Parmatma andar aur bahar dono me hain. Aap meditation me gehri samadhi tak pahunch sakte hain. Aapko gyaan aur tapasya ke dwaara Parmatma ki prapti hoti hai. Aapki sadhana andhvishwas se door hai aur satya ki khoj par adharit hai.","","","",""
GENERAL,SAGITTARIUS,Personality,"Optimistic Explorer with Philosophical Mind","Aap Dhanu rashi ke jaatak hain, jisme Guru ka raaj hai. Aap swabhav se hi khushmizaj, aashavadi aur gyaan ke pyaase hote hain. Aapko naye sthan, naye log aur naye vichar bahut pasand hain. Aapki baat karne ki shaili bahut prabhavi hoti hai aur log aapki baat sunte hain. Aap kabhi-kabhi zyada bade sapne dekhte hain aur unhe poora karne ka intezar karte hain. Thoda dhairya aur mehnat aapke liye zaroori hai.","","","",""
GENERAL,SAGITTARIUS,Career,"Visionary Professional with Teaching Skills","Career ke kshetra me aapki soch aur gyaan aapki taakat hai. Guru ki kripa se teaching, law, travel, publishing aur consultancy jaise kshetron me aapko safalta milti hai. Aap logon ko prerit karte hain aur unhe sahi rasta dikhate hain. Lekin aapko apne kaam me consistency laani chahiye, warna aap ek kaam chhod kar doosre me lag jate hain. Aapki mehnat aur lagan aapko samay ke saath bade pad par pahunchati hai.","","","",""
GENERAL,SAGITTARIUS,Love,"Adventurous Partner Seeking Freedom and Growth","Prem ke mamle me aap bahut hi romantic aur adventurous hote hain. Aap apne partner ke saath naye sthan ghoomna aur naye anubhav karna pasand karte hain. Aapko rishte me azaadi aur samman chahiye. Lekin aapki swatantrata ki bhavna kabhi-kabhi partner ko akela mehsoos karati hai. Apne partner ko samay dein aur unki bhavnaon ko samjhein, tab rishta aur mazboot hoga.","","","",""
GENERAL,SAGITTARIUS,Health,"Active Health Needs Liver and Hip Care","Aapki sehat aam taur par achhi hoti hai kyunki Guru aapko urja deta hai. Lekin aapko liver, hip aur thighs se judi takleefein ho sakti hain. Dhanu rashi in angon se judi hoti hai. Aapko fatty khana, alcohol aur zyada meetha khane se bachna chahiye. Vyayam aur santulit ahar aapke liye zaroori hai. Subah ki dhoop aur pranayam aapki sehat ko banaye rakhta hai.","","","",""
