signature,category,variant,language,tone,text
MARS_CHALLENGING,GENERAL,3,HINGLISH,CAUTIONARY,"Beta, aaj Mars ki urja aapko thoda ashant kar sakti hai. Isliye kisi bhi bade nirnay ko kal par taal dein. Office me kisi colleague se matbhed ho sakta hai isliye chup rehna hi behtar hai. Ghar me pariwar ke sadasya ki baat dhyaan se sunein. Kharchon par niyantran rakhein aur kisi anjaan vyakti par bharosa na karein. Raat ko halka bhojan karein aur samay par sone ki koshish karein. Aaj ka tip: 10 minute shant baith kar saans par dhyaan dein."
MARS_CHALLENGING,LOVE,1,HINGLISH,CAUTIONARY,"Beta, aaj partner ke saath thoda rukein aur soch samajh kar baat karein. Purane jhagde ko aaj na uthayein."
MARS_CHALLENGING,LOVE,2,HINGLISH,CAUTIONARY,"Beta, aaj prem me santulan rakhein. Kisi teesre vyakti ki baat se galatfehmi ho sakti hai. Partner se shaant tone me baat karein."
MARS_CHALLENGING,CAREER,1,HINGLISH,CAUTIONARY,"Beta, office me kisi colleague se matbhed ho sakta hai. Har baat soch samajh kar kahein aur documents ready rakhein."
MARS_CHALLENGING,CAREER,2,HINGLISH,CAUTIONARY,"Beta, aaj office me thoda dhyan rakhein. Koi kaam galat ho sakta hai isliye do baar check karein. Naye kaam ke liye aaj haan na kahein."
MARS_CHALLENGING,WELLNESS,1,HINGLISH,CAUTIONARY,"Beta, aaj mann thoda ashant rah sakta hai. Dhyaan aur pranayam se mann shant karein. Raat ko jaldi sone ki koshish karein."
MARS_CHALLENGING,WELLNESS,2,HINGLISH,CAUTIONARY,"Beta, aaj mann me bechaini ho sakti hai. Kisi mitra se baat karke mann halka karein. Aaj koi bada nirnay na lein."
MARS_CHALLENGING,HEALTH,1,HINGLISH,CAUTIONARY,"Beta, aaj sehat me thoda dhyan dein. Vyayam me jaldbazi na karein aur tez masala kam karein. Pani adhik piyein."
MARS_CHALLENGING,HEALTH,2,HINGLISH,CAUTIONARY,"Beta, aaj body me thakan aur dard ho sakta hai. Halka bhojan karein aur pani ka matra poora karein. Aaram ko mahatva dein."
MARS_CHALLENGING,FINANCE,1,HINGLISH,CAUTIONARY,"Beta, aaj paise ke mamle me satark rahein. Kisi bhi deal par turant haan na kahein aur udhaar dene se bachein."
MARS_CHALLENGING,FINANCE,2,HINGLISH,CAUTIONARY,"Beta, aaj aarthik mamle me thoda rukein. Jaldbazi me paisa kharch ho sakta hai. Apne kharchon ka hisaab likh kar rakhein."
VENUS_FAVORABLE,GENERAL,1,HINGLISH,POSITIVE,"Beta, aaj Venus aapke liye shubh hai. Din me mithaas aur khushi ka mahol rahega aur log aapki taraf aakarshit honge. Kala aur saundarya se juda kaam accha chalega. Kisi naye sampaak se labh hoga aur ghar me shubh samachar mil sakta hai. Aaj apne liye koi acchi cheez khareedein aur kisi ko dil se badhai dein. Pariwar ke saath samay bitane se mann ko shanti milegi. Shaam ko kisi mitra se mulaqat ho sakti hai, jisse purani chinta door hogi."
VENUS_FAVORABLE,GENERAL,2,HINGLISH,POSITIVE,"Beta, Venus ki kripa se aaj aapka mann prasann rahega. Kisi purane mitra se mulaqat hogi aur ghar ka mahol accha rahega. Kala ya sangeet me ruchi badhegi aur kisi shubh kaam ki shuruaat ho sakti hai. Din aapke paksh me rahega isliye kisi acchi khabar se mann khush hoga. Naye kapde ya gehne ki kharidari ho sakti hai. Aaj ghar ko sajane me samay bitayein aur apne partner ke saath quality time bitane ka plan banayein. Sab kuch shubh hoga, dhyaan se kaam lein."
VENUS_FAVORABLE,GENERAL,3,HINGLISH,POSITIVE,"Beta, aaj Venus ki urja se aapka din bahut accha rahega. Subah se hi mann me khushi ka sanchaar hoga aur har kaam me safalta milegi. Office me colleagues ke saath samvad accha rahega aur boss aapki prashansa karenge. Vyapar me naye grahak aayenge aur koi acchi deal ho sakti hai. Ghar me pariwar ke saath samay accha bitega. Aaj kisi ko dil se dhanyavaad dein aur apne shauk ke liye thoda samay nikaalein. Din ke ant me aap santusht mehsoos karenge."
VENUS_FAVORABLE,LOVE,1,HINGLISH,POSITIVE,"Beta, aaj prem ke liye bahut accha din hai. Partner ke saath romaance badhega. Dil ki baat kehne ka accha samay hai."
VENUS_FAVORABLE,LOVE,2,HINGLISH,POSITIVE,"Beta, aaj rishte me mithaas aayegi. Partner aapki baat manenge. Saath me koi naya plan banayein."
VENUS_FAVORABLE,LOVE,3,HINGLISH,POSITIVE,"Beta, aaj prem me shubh din hai. Partner aapke paas aane ki koshish karenge. Kisi purani galti ke liye maafi maang lein."
VENUS_FAVORABLE,CAREER,1,HINGLISH,POSITIVE,"Beta, office me aaj accha din hai. Colleagues ke saath samvad accha rahega aur naye project me sahyog milega."
VENUS_FAVORABLE,CAREER,2,HINGLISH,POSITIVE,"Beta, aaj career me shubh yog hai. Interview ya meeting me safalta milegi. Apne network ko badhayein."
VENUS_FAVORABLE,CAREER,3,HINGLISH,POSITIVE,"Beta, aaj aapka ruka hua kaam poora hoga. Boss aapki salah maange. Team ke saath mil kar plan banayein."
VENUS_FAVORABLE,WELLNESS,1,HINGLISH,POSITIVE,"Beta, aaj mann prasann rahega. Kisi acchi khabar se mann khush hoga. Dhyaan aur sangeet se mann shant rahega."
VENUS_FAVORABLE,WELLNESS,2,HINGLISH,POSITIVE,"Beta, aaj mann me mithaas rahegi. Purani chinta door hogi. Kisi mitra se milkar mann accha hoga."
VENUS_FAVORABLE,WELLNESS,3,HINGLISH,POSITIVE,"Beta, aaj mann aur tan dono accha rahega. Kisi purane rishte me mithaas aayegi. Koi acchi kitaab padhein."
VENUS_FAVORABLE,HEALTH,1,HINGLISH,POSITIVE,"Beta, aaj sehat acchi rahegi. Subah walk karna labhdayak rahega. Khaane me meetha thoda kam karein."
VENUS_FAVORABLE,HEALTH,2,HINGLISH,POSITIVE,"Beta, aaj sehat me sudhar rahega. Khaane me phal aur sabziyan shamil karein. Subah ki dhoop me baithna accha rahega."
VENUS_FAVORABLE,HEALTH,3,HINGLISH,POSITIVE,"Beta, aaj body me urja bharpoor rahegi. Subah yoga karein. Ghee aur meetha santulit matra me lein."
VENUS_FAVORABLE,FINANCE,1,HINGLISH,POSITIVE,"Beta, aaj dhan labh ke yog hain. Koi ruka hua paisa wapas aa sakta hai. Apne budget ki samiksha karein."
VENUS_FAVORABLE,FINANCE,2,HINGLISH,POSITIVE,"Beta, aaj aarthik sthiti majboot rahegi. Purane loan ko chukane ka plan bana sakte hain. Bachat ke liye khata kholein."
VENUS_FAVORABLE,FINANCE,3,HINGLISH,POSITIVE,"Beta, aaj paise ke mamle me shubh din hai. Koi accha avsar milega. Kisi bharosemand se salah lein."
VENUS_CHALLENGING,GENERAL,1,HINGLISH,CAUTIONARY,"Beta, aaj thoda satark rahein kyunki Venus ki urja ashant rahegi. Kisi baat ka galat matlab na nikalein aur ghar me kisi se matbhed ho sakta hai isliye shaant rahein. Vyapar me naye kaam ko thoda rukein aur kharchon par niyantran rakhein. Kisi bhi bade nirnay ko kal par taal dein. Din ki shuruaat dhyaan se karein aur kisi purani baat ko bhool jayein. Shaam ko halki walk karein aur raat ko jaldi sone ki koshish karein. Sab theek ho jayega, ghabrayein nahi."
VENUS_CHALLENGING,GENERAL,2,HINGLISH,CAUTIONARY,"Beta, aaj kuch chhoti badhaayein aa sakti hain. Venus ki urja se aap kisi ke liye galat bhawna rakh sakte hain isliye har baat soch samajh kar kahein. Kisi se vaada karne se pehle soch lein aur ghar me shaanti banaaye rakhein. Office me kisi colleague se matbhed ho sakta hai isliye chup rehna hi behtar hai. Kharchon me santulan rakhein aur kisi anjaan par bharosa na karein. Aaj koi badi kharidari na karein. Raat ko halka bhojan karein aur samay par sone ki koshish karein."
VENUS_CHALLENGING,GENERAL,3,HINGLISH,CAUTIONARY,"Beta, aaj Venus ki urja aapko thoda ashant kar sakti hai. Isliye kisi bhi bade nirnay ko kal par taal dein. Ghar me pariwar ke sadasya ki baat dhyaan se sunein aur kisi purane vivaad ko na chhedain. Office me apne documents ready rakhein kyunki boss kisi purane kaam par sawaal utha sakte hain. Kharchon par niyantran rakhein aur udhaar dene se bachein. Aaj ka tip: 10 minute shant baith kar saans par dhyaan dein aur bhagwan ka naam japein. Kal se din accha rahega."
VENUS_CHALLENGING,LOVE,1,HINGLISH,CAUTIONARY,"Beta, aaj partner ke saath thoda rukein aur soch samajh kar baat karein. Purane jhagde ko aaj na uthayein."
VENUS_CHALLENGING,LOVE,2,HINGLISH,CAUTIONARY,"Beta, aaj prem me santulan rakhein. Kisi teesre vyakti ki baat se galatfehmi ho sakti hai. Partner se shaant tone me baat karein."
VENUS_CHALLENGING,CAREER,1,HINGLISH,CAUTIONARY,"Beta, office me kisi colleague se matbhed ho sakta hai. Har baat soch samajh kar kahein aur documents ready rakhein."
VENUS_CHALLENGING,CAREER,2,HINGLISH,CAUTIONARY,"Beta, aaj office me thoda dhyan rakhein. Koi kaam galat ho sakta hai isliye do baar check karein. Naye kaam ke liye aaj haan na kahein."
VENUS_CHALLENGING,WELLNESS,1,HINGLISH,CAUTIONARY,"Beta, aaj mann thoda ashant rah sakta hai. Dhyaan aur pranayam se mann shant karein. Raat ko jaldi sone ki koshish karein."
VENUS_CHALLENGING,WELLNESS,2,HINGLISH,CAUTIONARY,"Beta, aaj mann me bechaini ho sakti hai. Kisi mitra se baat karke mann halka karein. Aaj koi bada nirnay na lein."
VENUS_CHALLENGING,HEALTH,1,HINGLISH,CAUTIONARY,"Beta, aaj sehat me thoda dhyan dein. Vyayam me jaldbazi na karein aur tez masala kam karein. Pani adhik piyein."
VENUS_CHALLENGING,HEALTH,2,HINGLISH,CAUTIONARY,"Beta, aaj body me thakan aur dard ho sakta hai. Halka bhojan karein aur pani ka matra poora karein. Aaram ko mahatva dein."
VENUS_CHALLENGING,FINANCE,1,HINGLISH,CAUTIONARY,"Beta, aaj paise ke mamle me satark rahein. Kisi bhi deal par turant haan na kahein aur udhaar dene se bachein."
VENUS_CHALLENGING,FINANCE,2,HINGLISH,CAUTIONARY,"Beta, aaj aarthik mamle me thoda rukein. Jaldbazi me paisa kharch ho sakta hai. Apne kharchon ka hisaab likh kar rakhein."
JUPITER_FAVORABLE,GENERAL,1,HINGLISH,POSITIVE,"Beta, aaj Jupiter aapke liye shubh hai. Din me gyaan aur khushi ka mahol rahega aur kisi bade vyakti se mulaqat hogi. Shubh kaam ki shuruaat ho sakti hai aur pariwar me samman badhega. Kisi dharmik sthal par jaane ka yog hai. Aaj kisi zarooratmand ki madad karein, isse aapko punya milega aur mann ko shanti milegi. Office me senior aapki prashansa karenge aur vyapar me naye sampaak banenge. Shaam ko pariwar ke saath samay bitayein aur raat ko bhagwan ka dhyaan karein."
JUPITER_FAVORABLE,GENERAL,2,HINGLISH,POSITIVE,"Beta, Jupiter ki kripa se aaj aapka mann prasann rahega. Kisi purane mitra se mulaqat hogi aur ghar ka mahol accha rahega. Kisi shubh samachar se mann khush hoga aur naye kaam ki shuruaat ho sakti hai. Din aapke paksh me rahega isliye kisi ko aashirvaad zaroor dein. Office me aapki salah maangi jayegi aur team ke saath mil kar koi naya plan banayein. Aaj apne ghar me koi shubh kaam karein aur pariwar ke saath samay bitayein. Sab kuch shubh hoga, dhyaan se kaam lein."
JUPITER_FAVORABLE,GENERAL,3,HINGLISH,POSITIVE,"Beta, aaj Jupiter ki urja se aapka din bahut accha rahega. Subah se hi mann me utsaah bhara hoga aur har kaam me safalta milegi. Office me aapka parcha lagega aur boss aapki prashansa karenge. Vyapar me naye grahak aayenge aur koi acchi deal ho sakti hai. Ghar me pariwar ke saath samay accha bitega aur kisi purane vivad ka ant hoga. Aaj kisi garib ki madad karein aur apne guru ka aashirvaad lein. Din ke ant me aap santusht mehsoos karenge aur mann ko shanti milegi."
JUPITER_FAVORABLE,LOVE,1,HINGLISH,POSITIVE,"Beta, aaj prem ke liye bahut accha din hai. Partner ke saath samvad accha rahega. Dil ki baat kehne ka accha samay hai."
JUPITER_FAVORABLE,LOVE,2,HINGLISH,POSITIVE,"Beta, aaj rishte me mithaas aayegi. Partner aapki baat manenge. Saath me koi naya plan banayein."
JUPITER_FAVORABLE,LOVE,3,HINGLISH,POSITIVE,"Beta, aaj prem me shubh din hai. Partner aapke paas aane ki koshish karenge. Kisi purani galti ke liye maafi maang lein."
JUPITER_FAVORABLE,CAREER,1,HINGLISH,POSITIVE,"Beta, office me aaj accha din hai. Colleagues ke saath samvad accha rahega aur naye project me sahyog milega."
JUPITER_FAVORABLE,CAREER,2,HINGLISH,POSITIVE,"Beta, aaj career me shubh yog hai. Interview ya meeting me safalta milegi. Apne network ko badhayein."
JUPITER_FAVORABLE,CAREER,3,HINGLISH,POSITIVE,"Beta, aaj aapka ruka hua kaam poora hoga. Boss aapki salah maange. Team ke saath mil kar plan banayein."
JUPITER_FAVORABLE,WELLNESS,1,HINGLISH,POSITIVE,"Beta, aaj mann prasann rahega. Kisi acchi khabar se mann khush hoga. Dhyaan aur sangeet se mann shant rahega."
JUPITER_FAVORABLE,WELLNESS,2,HINGLISH,POSITIVE,"Beta, aaj mann me mithaas rahegi. Purani chinta door hogi. Kisi mitra se milkar mann accha hoga."
JUPITER_FAVORABLE,WELLNESS,3,HINGLISH,POSITIVE,"Beta, aaj mann aur tan dono accha rahega. Kisi purane rishte me mithaas aayegi. Koi acchi kitaab padhein."
JUPITER_FAVORABLE,HEALTH,1,HINGLISH,POSITIVE,"Beta, aaj sehat acchi rahegi. Subah walk karna labhdayak rahega. Khaane me meetha thoda kam karein."
JUPITER_FAVORABLE,HEALTH,2,HINGLISH,POSITIVE,"Beta, aaj sehat me sudhar rahega. Khaane me phal aur sabziyan shamil karein. Subah ki dhoop me baithna accha rahega."
JUPITER_FAVORABLE,HEALTH,3,HINGLISH,POSITIVE,"Beta, aaj body me urja bharpoor rahegi. Subah yoga karein. Ghee aur meetha santulit matra me lein."
JUPITER_FAVORABLE,FINANCE,1,HINGLISH,POSITIVE,"Beta, aaj dhan labh ke yog hain. Koi ruka hua paisa wapas aa sakta hai. Apne budget ki samiksha karein."
JUPITER_FAVORABLE,FINANCE,2,HINGLISH,POSITIVE,"Beta, aaj aarthik sthiti majboot rahegi. Purane loan ko chukane ka plan bana sakte hain. Bachat ke liye khata kholein."
JUPITER_FAVORABLE,FINANCE,3,HINGLISH,POSITIVE,"Beta, aaj paise ke mamle me shubh din hai. Koi accha avsar milega. Kisi bharosemand se salah lein."
JUPITER_CHALLENGING,GENERAL,1,HINGLISH,CAUTIONARY,"Beta, aaj thoda satark rahein kyunki Jupiter ki urja ashant rahegi. Kisi baat ka galat matlab na nikalein aur ghar me kisi se matbhed ho sakta hai isliye shaant rahein. Vyapar me naye kaam ko thoda rukein aur kharchon par niyantran rakhein. Kisi bhi bade nirnay ko kal par taal dein. Din ki shuruaat dhyaan se karein aur kisi purani baat ko bhool jayein. Shaam ko halki walk karein aur raat ko jaldi sone ki koshish karein. Sab theek ho jayega, ghabrayein nahi."
JUPITER_CHALLENGING,GENERAL,2,HINGLISH,CAUTIONARY,"Beta, aaj kuch chhoti badhaayein aa sakti hain. Jupiter ki urja se aap kisi ke liye galat bhawna rakh sakte hain isliye har baat soch samajh kar kahein. Kisi se vaada karne se pehle soch lein aur ghar me shaanti banaaye rakhein. Office me kisi colleague se matbhed ho sakta hai isliye chup rehna hi behtar hai. Kharchon me santulan rakhein aur kisi anjaan par bharosa na karein. Aaj koi badi kharidari na karein. Raat ko halka bhojan karein aur samay par sone ki koshish karein."
JUPITER_CHALLENGING,GENERAL,3,HINGLISH,CAUTIONARY,"Beta, aaj Jupiter ki urja aapko thoda ashant kar sakti hai. Isliye kisi bhi bade nirnay ko kal par taal dein. Ghar me pariwar ke sadasya ki baat dhyaan se sunein aur kisi purane vivaad ko na chhedain. Office me apne documents ready rakhein kyunki boss kisi purane kaam par sawaal utha sakte hain. Kharchon par niyantran rakhein aur udhaar dene se bachein. Aaj ka tip: 10 minute shant baith kar saans par dhyaan dein aur bhagwan ka naam japein. Kal se din accha rahega."
JUPITER_CHALLENGING,LOVE,1,HINGLISH,CAUTIONARY,"Beta, aaj partner ke saath thoda rukein aur soch samajh kar baat karein. Purane jhagde ko aaj na uthayein."
JUPITER_CHALLENGING,LOVE,2,HINGLISH,CAUTIONARY,"Beta, aaj prem me santulan rakhein. Kisi teesre vyakti ki baat se galatfehmi ho sakti hai. Partner se shaant tone me baat karein."
JUPITER_CHALLENGING,CAREER,1,HINGLISH,CAUTIONARY,"Beta, office me kisi colleague se matbhed ho sakta hai. Har baat soch samajh kar kahein aur documents ready rakhein."
JUPITER_CHALLENGING,CAREER,2,HINGLISH,CAUTIONARY,"Beta, aaj office me thoda dhyan rakhein. Koi kaam galat ho sakta hai isliye do baar check karein. Naye kaam ke liye aaj haan na kahein."
JUPITER_CHALLENGING,WELLNESS,1,HINGLISH,CAUTIONARY,"Beta, aaj mann thoda ashant rah sakta hai. Dhyaan aur pranayam se mann shant karein. Raat ko jaldi sone ki koshish karein."
JUPITER_CHALLENGING,WELLNESS,2,HINGLISH,CAUTIONARY,"Beta, aaj mann me bechaini ho sakti hai. Kisi mitra se baat karke mann halka karein. Aaj koi bada nirnay na lein."
JUPITER_CHALLENGING,HEALTH,1,HINGLISH,CAUTIONARY,"Beta, aaj sehat me thoda dhyan dein. Vyayam me jaldbazi na karein aur tez masala kam karein. Pani adhik piyein."
JUPITER_CHALLENGING,HEALTH,2,HINGLISH,CAUTIONARY,"Beta, aaj body me thakan aur dard ho sakta hai. Halka bhojan karein aur pani ka matra poora karein. Aaram ko mahatva dein."
JUPITER_CHALLENGING,FINANCE,1,HINGLISH,CAUTIONARY,"Beta, aaj paise ke mamle me satark rahein. Kisi bhi deal par turant haan na kahein aur udhaar dene se bachein."
JUPITER_CHALLENGING,FINANCE,2,HINGLISH,CAUTIONARY,"Beta, aaj aarthik mamle me thoda rukein. Jaldbazi me paisa kharch ho sakta hai. Apne kharchon ka hisaab likh kar rakhein."
SATURN_FAVORABLE,GENERAL,1,HINGLISH,POSITIVE,"Beta, aaj Saturn aapke liye shubh hai. Din me anushasan aur sthirta ka mahol rahega aur mehnat ka phal zaroor milega. Kisi purane kaam me safalta milegi aur log aapki baat manenge. Ghar me shaanti rahegi aur pariwar me koi shubh samachar mil sakta hai. Vyapar me naye sampaak banenge. Aaj apne samay ka sahi upyog karein aur kisi bade kaam ko chhote hisson me baant kar karein. Shaam ko pariwar ke saath samay bitayein aur raat ko bhagwan ka dhyaan karein. Sab kuch shubh hoga."
SATURN_FAVORABLE,GENERAL,2,HINGLISH,POSITIVE,"Beta, Saturn ki kripa se aaj aapka mann sthir rahega. Kisi purane rukhe kaam ko aaj poora karne ka accha samay hai aur log aapki prashansa karenge. Pariwar me koi shubh samachar mil sakta hai aur vyapar me naye sampaak banenge. Office me senior aapki mehnat ki tareef karenge. Aaj kisi bade kaam ko do hisson me baant kar karein aur apne junior ki madad karein. Din ke ant me apne kaam ki samiksha karein aur raat ko jaldi sone ki koshish karein. Mehnat ka phal zaroor milega."
SATURN_FAVORABLE,GENERAL,3,HINGLISH,POSITIVE,"Beta, aaj ka din aapke liye bahut hi shubh hai. Saturn ki kripa se sthirta rahegi aur har kaam me safalta milegi. Subah se hi aapko ek nayi urja mehsoos hogi aur mushkil kaam bhi aasani se honge. Kisi naye project par vichaar karne ka accha samay hai aur ghar ke maahol me khushi rahegi. Pariwar ke sadasya aapki prashansa karenge. Din ki shuruaat bhagwan ke darshan se karein aur apne kaam ka record likh kar rakhein. Shaam ko thodi walk karein aur raat ko samay par sone ki koshish karein."
SATURN_FAVORABLE,LOVE,1,HINGLISH,POSITIVE,"Beta, aaj partner ke saath quality time bitane ka mauka milega. Rishta aur majboot hoga. Partner ki baat dhyaan se sunein."
SATURN_FAVORABLE,LOVE,2,HINGLISH,POSITIVE,"Beta, aaj prem me sthirta ka din hai. Partner aapki baaton se prabhavit honge. Saath me koi naya plan banayein."
SATURN_FAVORABLE,LOVE,3,HINGLISH,POSITIVE,"Beta, aaj rishte me nayi jaan aayegi. Partner ke saath samvad accha rahega. Kisi purani galti ke liye maafi maang lein."
SATURN_FAVORABLE,CAREER,1,HINGLISH,POSITIVE,"Beta, office me aaj aapka parcha lagega. Mushkil kaam bhi aasani se hoga. Boss aapke kaam se khush honge."
SATURN_FAVORABLE,CAREER,2,HINGLISH,POSITIVE,"Beta, aaj vyapar me naye avsar milenge. Client meeting me aapka prabhav rahega. Kisi senior se salah zaroor lein."
SATURN_FAVORABLE,CAREER,3,HINGLISH,POSITIVE,"Beta, aaj aapki mehnat rang layegi. Aap bade project ki zimmedari le sakte hain. Team me samman badhega."
SATURN_FAVORABLE,WELLNESS,1,HINGLISH,POSITIVE,"Beta, aaj mann prasann rahega. Subah ki dhoop me thodi der baithna labhdayak rahega. Dhyaan aur yoga se mann shant rahega."
SATURN_FAVORABLE,WELLNESS,2,HINGLISH,POSITIVE,"Beta, aaj aatmavishwas uchch rahega. Kisi mitra se milkar mann halka hoga. Shaam ko thodi walk karein."
SATURN_FAVORABLE,WELLNESS,3,HINGLISH,POSITIVE,"Beta, aaj mann aur tan dono me sthirta rahegi. Meditation se mann shant hoga. Pariwar ke saath samay accha bitega."
SATURN_FAVORABLE,HEALTH,1,HINGLISH,POSITIVE,"Beta, aaj sehat acchi rahegi. Subah vyayam karna labhdayak rahega. Khaane me hari sabziyan shamil karein aur pani adhik piyein."
SATURN_FAVORABLE,HEALTH,2,HINGLISH,POSITIVE,"Beta, aaj sehat me sudhar rahega. Kisi naye vyayam ko shuru karne ka accha samay hai. Bahar ka tel bhojan se bachein."
SATURN_FAVORABLE,HEALTH,3,HINGLISH,POSITIVE,"Beta, aaj body me urja bharpoor rahegi. Subah ki walk se din accha rahega. Raat ko 7 ghante ki neend zaroor lein."
SATURN_FAVORABLE,FINANCE,1,HINGLISH,POSITIVE,"Beta, aaj dhan labh ke yog hain. Koi ruka hua paisa wapas aa sakta hai. Naye nivesh par vichaar karein lekin jaldbazi na karein."
SATURN_FAVORABLE,FINANCE,2,HINGLISH,POSITIVE,"Beta, aaj aarthik sthiti majboot rahegi. Purane loan ko chukane ka plan bana sakte hain. Bachat ke liye alag khata kholein."
SATURN_FAVORABLE,FINANCE,3,HINGLISH,POSITIVE,"Beta, aaj paise ke mamle me shubh din hai. Koi accha avsar milega. Share bazar me soch samajh kar nivesh karein."
