type,zodiac,category,title,content,field1,field2,field3,field4
GEMSTONE,CANCER,GEMSTONE,Red Coral,"Red Coral Mangal ka ratna hai jo Cancer ke liye veerata aur aatmvishwas laata hai. Yeh jeevan me urja aur sahas bharta hai.","Mars","Copper","Ring Finger","Tuesday"
GEMSTONE,LEO,GEMSTONE,Ruby,"Ruby Surya ka ratna hai jo Leo ke jaatak ke liye sarvadhik shubh hai. Yeh netritva, samman aur aatmvishwas badhata hai aur jeevan me tejasvita laata hai.","Sun","Gold","Ring Finger","Sunday"
GEMSTONE,LEO,GEMSTONE,Red Coral,"Red Coral Mangal ka ratna hai jo Leo ke liye veerata aur sahas laata hai. Yeh jeevan me urja aur vijay ki bhavna deta hai.","Mars","Copper","Ring Finger","Tuesday"
GEMSTONE,LEO,GEMSTONE,Citrine,"Citrine Guru ka upratna hai jo Leo ke liye dhan aur bhagya laata hai. Yeh aarthik sthiti ko majboot karta hai aur vyavsay me safalta deta hai.","Jupiter","Gold","Index Finger","Thursday"
GEMSTONE,VIRGO,GEMSTONE,Emerald,"Emerald Budh ka ratna hai jo Virgo ke jaatak ke liye sarvadhik shubh hai. Yeh buddhi, vaani aur vyavsay me safalta deta hai aur smriti ko tez karta hai.","Mercury","Gold","Little Finger","Wednesday"
GEMSTONE,VIRGO,GEMSTONE,Green Tourmaline,"Green Tourmaline Budh ka upratna hai jo Virgo ke liye sasta aur prabhavi vikalp hai. Yeh mansik ashanti ko door karta hai aur nirnay lene me madad karta hai.","Mercury","Silver","Little Finger","Wednesday"
GEMSTONE,VIRGO,GEMSTONE,Yellow Sapphire,"Yellow Sapphire Guru ka ratna hai jo Virgo ke liye dhan, bhagya aur gyaan laata hai. Yeh vivah me sukh deta hai aur aarthik sthiti ko majboot karta hai.","Jupiter","Gold","Index Finger","Thursday"
GEMSTONE,LIBRA,GEMSTONE,Diamond,"Diamond Shukra ka ratna hai jo Libra ke jaatak ke liye sarvadhik shubh hai. Yeh saundarya, prem aur aarthik samriddhi laata hai aur vaivahik sukh deta hai.","Venus","Gold","Ring Finger","Friday"
GEMSTONE,LIBRA,GEMSTONE,Opal,"Opal Shukra ka upratna hai jo Libra ke liye sasta aur prabhavi vikalp hai. Yeh mann ko shant karta hai aur prem sambandhon me madhurta laata hai.","Venus","Silver","Ring Finger","Friday"
GEMSTONE,LIBRA,GEMSTONE,Blue Sapphire,"Blue Sapphire Shani ka ratna hai jo Libra ke liye dhan aur sthirta laata hai. Lekin ise dharmacharya ki salah se hi dharan karein.","Saturn","Silver","Middle Finger","Saturday"
GEMSTONE,SCORPIO,GEMSTONE,Red Coral,"Red Coral Mangal ka ratna hai jo Scorpio ke jaatak ke liye sarvadhik shubh hai. Yeh veerata, aatmvishwas aur netritva ki shakti badhata hai aur jeevan me urja laata hai.","Mars","Copper","Ring Finger","Tuesday"
GEMSTONE,SCORPIO,GEMSTONE,Pearl,"Pearl Chandra ka ratna hai jo Scorpio ke liye mansik shanti aur bhavnatmak sthirta laata hai. Yeh gusse ko control karta hai aur mann ko shant rakhta hai.","Moon","Silver","Little Finger","Monday"
GEMSTONE,SCORPIO,GEMSTONE,Yellow Sapphire,"Yellow Sapphire Guru ka ratna hai jo Scorpio ke liye dhan, bhagya aur gyaan laata hai. Yeh vivah me sukh deta hai aur aarthik sthiti ko majboot karta hai.","Jupiter","Gold","Index Finger","Thursday"
GEMSTONE,SAGITTARIUS,GEMSTONE,Yellow Sapphire,"Yellow Sapphire Guru ka ratna hai jo Sagittarius ke jaatak ke liye sarvadhik shubh hai. Yeh dhan, bhagya, gyaan aur vaivahik sukh laata hai aur aarthik sthiti majboot karta hai.","Jupiter","Gold","Index Finger","Thursday"
GEMSTONE,SAGITTARIUS,GEMSTONE,Citrine,"Citrine Guru ka upratna hai jo Sagittarius ke liye sasta aur prabhavi vikalp hai. Yeh aarthik labh aur vyavsay me safalta deta hai.","Jupiter","Gold","Index Finger","Thursday"
GEMSTONE,SAGITTARIUS,GEMSTONE,Ruby,"Ruby Surya ka ratna hai jo Sagittarius ke liye netritva aur samman laata hai. Yeh aatmvishwas badhata hai aur jeevan me tejasvita laata hai.","Sun","Gold","Ring Finger","Sunday"
GEMSTONE,CAPRICORN,GEMSTONE,Blue Sapphire,"Blue Sapphire Shani ka ratna hai jo Capricorn ke jaatak ke liye sarvadhik shubh hai. Yeh mehnat ka fal, sthirta aur aarthik unnati laata hai aur jeevan me safalta deta hai.","Saturn","Silver","Middle Finger","Saturday"
GEMSTONE,CAPRICORN,GEMSTONE,Amethyst,"Amethyst Shani ka upratna hai jo Capricorn ke liye sasta aur prabhavi vikalp hai. Yeh mansik shanti deta hai aur nirash ko door karta hai.","Saturn","Silver","Middle Finger","Saturday"
GEMSTONE,CAPRICORN,GEMSTONE,Red Coral,"Red Coral Mangal ka ratna hai jo Capricorn ke liye veerata aur sahas laata hai. Yeh jeevan me urja aur vijay ki bhavna deta hai.","Mars","Copper","Ring Finger","Tuesday"
GEMSTONE,AQUARIUS,GEMSTONE,Blue Sapphire,"Blue Sapphire Shani ka ratna hai jo Aquarius ke jaatak ke liye sarvadhik shubh hai. Yeh mehnat ka fal, sthirta aur aarthik unnati laata hai aur jeevan me safalta deta hai.","Saturn","Silver","Middle Finger","Saturday"
GEMSTONE,AQUARIUS,GEMSTONE,Amethyst,"Amethyst Shani ka upratna hai jo Aquarius ke liye sasta aur prabhavi vikalp hai. Yeh mansik shanti deta hai aur nirash ko door karta hai.","Saturn","Silver","Middle Finger","Saturday"
GEMSTONE,AQUARIUS,GEMSTONE,Emerald,"Emerald Budh ka ratna hai jo Aquarius ke liye buddhi, vaani aur vyavsay me safalta laata hai. Yeh smriti ko tez karta hai aur nirnay lene me madad karta hai.","Mercury","Gold","Little Finger","Wednesday"
GEMSTONE,PISCES,GEMSTONE,Yellow Sapphire,"Yellow Sapphire Guru ka ratna hai jo Pisces ke jaatak ke liye sarvadhik shubh hai. Yeh dhan, bhagya, gyaan aur vaivahik sukh laata hai aur aarthik sthiti majboot karta hai.","Jupiter","Gold","Index Finger","Thursday"
GEMSTONE,PISCES,GEMSTONE,Citrine,"Citrine Guru ka upratna hai jo Pisces ke liye sasta aur prabhavi vikalp hai. Yeh aarthik labh aur vyavsay me safalta deta hai.","Jupiter","Gold","Index Finger","Thursday"
GEMSTONE,PISCES,GEMSTONE,Pearl,"Pearl Chandra ka ratna hai jo Pisces ke liye mansik shanti aur bhavnatmak sthirta laata hai. Yeh mann ko shant rakhta hai aur neend ki samasya dur karta hai.","Moon","Silver","Little Finger","Monday"
